日期,時間,發行量加權股價指數,未含金融保險股指數,未含電子股指數,未含金融電子股指數,水泥類指數,食品類指數,塑膠類指數,紡織纖維類指數,電機機械類指數,電器電纜類指數,化學生技醫療類指數,化學類指數,生技醫療類指數,玻璃陶瓷類指數,造紙類指數,鋼鐵類指數,橡膠類指數,汽車類指數,電子類指數,半導體類指數,電腦及週邊設備類指數,光電類指數,通信網路類指數,電子零組件類指數,電子通路類指數,資訊服務類指數,其他電子類指數,建材營造類指數,航運類指數,觀光餐旅類指數,金融保險類指數,貿易百貨類指數,油電燃氣類指數,綠能環保類指數,數位雲端類指數,運動休閒類指數,居家生活類指數,其他類指數
20260325,09:00:00,32612.24,29130.81,19418.42,13493.1,118.22,1902.78,175.59,473.66,445.79,94.67,131.11,168.73,70.78,121.83,244.81,118.42,189.32,281.52,2023.2,1075.93,309.27,42.09,207.26,568.1,326.86,190.08,212.97,459.51,177.58,103.33,2404.54,226.43,77.07,105.83,34.61,60.33,105.24,263.81
20260325,09:00:05,32725.27,29231.0,19510.15,13565.49,120.03,1903.43,178.87,475.28,448.68,94.95,131.98,169.62,71.3,125.31,245.31,118.46,189.72,283.57,2029.54,1077.0,310.51,42.53,207.64,570.62,327.4,190.82,218.15,460.72,178.0,103.57,2413.57,226.43,77.04,106.38,34.98,60.7,102.43,264.94
20260325,09:00:10,33280.28,29761.44,19571.92,13601.45,119.92,1904.64,178.76,478.11,449.59,95.13,132.44,170.8,71.42,125.96,245.31,118.86,190.21,283.77,2071.4,1102.39,311.62,42.83,207.81,587.96,330.97,192.24,219.06,463.06,178.79,103.79,2423.09,228.54,77.06,107.26,35.11,60.76,101.5,265.95
20260325,09:00:15,33358.99,29835.21,19614.12,13640.26,120.09,1906.68,180.2,478.95,450.04,96.74,133.14,171.45,71.86,125.96,246.98,119.19,190.18,284.24,2076.41,1102.71,315.01,42.94,209.66,592.46,334.84,192.32,219.39,463.85,179.02,104.18,2425.77,228.58,77.06,107.56,35.17,60.98,102.02,266.2
20260325,09:00:20,33503.68,29965.65,19714.94,13721.11,119.95,1919.16,180.57,480.06,457.2,96.87,133.55,171.7,72.14,126.23,247.58,120.13,191.43,288.93,2084.98,1106.24,316.85,43.39,211.9,596.72,335.04,193.46,219.65,465.49,179.56,104.6,2435.34,228.65,78.14,107.87,35.17,61.38,101.98,267.11
20260325,09:00:25,33495.66,29958.37,19709.93,13717.1,119.95,1917.38,180.22,479.52,457.47,96.91,133.48,171.62,72.09,126.03,247.46,120.09,191.24,288.92,2084.49,1106.1,316.26,43.32,212.01,596.82,334.84,193.42,219.53,465.56,179.68,104.6,2434.86,228.65,78.14,107.87,35.12,61.36,101.7,267.1
20260325,09:00:30,33531.9,29993.47,19705.34,13711.06,120.01,1917.03,180.14,478.8,457.42,96.92,133.45,171.6,72.08,125.82,247.46,120.11,191.24,289.17,2087.46,1108.63,316.5,43.32,211.87,596.22,334.92,193.46,219.32,465.49,179.39,104.57,2435.06,228.65,77.9,107.85,35.12,61.34,101.89,267.12
20260325,09:00:35,33549.2,30007.31,19720.3,13718.14,120.13,1918.07,180.37,479.06,457.79,96.82,133.51,171.6,72.12,125.83,247.34,120.08,191.15,289.18,2088.41,1108.79,316.85,43.34,212.04,597.11,335.33,193.33,219.5,465.68,179.44,104.6,2437.81,228.98,78.14,107.81,35.13,61.34,101.89,267.06
20260325,09:00:40,33544.84,30005.58,19713.29,13718.58,120.13,1918.07,180.6,478.81,457.62,96.82,133.42,171.65,72.04,125.83,247.34,120.03,191.16,289.07,2088.26,1108.73,316.63,43.33,212.04,597.13,335.67,193.07,219.5,465.39,179.41,104.57,2435.51,229.62,78.25,107.77,35.13,61.32,101.89,267.13
20260325,09:00:45,33551.54,30015.44,19701.22,13715.81,120.13,1916.15,180.71,479.06,457.69,96.81,133.41,171.62,72.04,126.26,247.46,120.14,191.09,288.81,2089.12,1108.8,316.82,43.36,212.22,598.53,335.86,193.11,219.48,465.02,179.35,104.6,2432.5,228.98,78.13,107.75,35.13,61.32,101.89,267.03
20260325,09:00:50,33547.53,30014.23,19689.13,13710.94,120.13,1913.89,180.64,478.14,457.45,96.81,133.38,171.65,72.01,126.47,247.34,120.03,190.91,288.17,2089.14,1108.62,316.81,43.34,212.16,598.71,335.76,193.11,219.91,465.08,179.29,104.6,2430.05,228.98,78.36,107.73,35.12,61.28,101.83,266.99
20260325,09:00:55,33549.89,30016.11,19692.64,13713.54,120.26,1913.89,180.85,478.01,457.72,96.8,133.37,171.57,72.02,126.47,247.34,120.02,190.91,288.29,2089.23,1108.65,316.66,43.32,212.54,598.57,335.91,193.11,219.98,464.84,179.33,104.6,2430.45,228.94,78.35,107.66,35.12,61.27,101.83,267.09
20260325,09:01:00,33507.66,29976.31,19686.41,13710.93,120.26,1913.22,180.89,477.76,457.82,96.81,133.35,171.54,72.0,126.46,247.34,119.96,190.91,288.29,2086.08,1106.39,316.72,43.33,212.56,598.43,335.98,193.08,219.64,464.79,179.36,104.6,2429.21,228.94,78.12,107.64,35.12,61.27,101.83,266.97
20260325,09:01:05,33503.31,29971.28,19687.68,13709.73,120.26,1913.89,180.78,477.63,457.53,96.8,133.27,171.5,71.95,126.67,247.35,119.98,191.06,288.27,2085.71,1106.39,316.55,43.33,212.29,597.78,335.92,193.06,219.77,464.85,179.42,104.65,2429.93,228.94,78.11,107.71,35.12,61.27,101.83,266.92
20260325,09:01:10,33495.49,29963.64,19682.25,13703.42,120.11,1912.3,180.58,477.5,457.45,96.74,133.28,171.5,71.96,126.24,247.23,120.1,190.76,288.24,2085.24,1106.17,316.09,43.31,212.3,597.63,336.04,193.06,219.93,464.32,179.35,104.65,2429.94,228.78,77.99,107.67,35.12,61.27,101.83,266.9
20260325,09:01:15,33481.99,29950.82,19680.18,13702.15,120.11,1911.93,180.51,478.01,457.27,96.72,133.24,171.37,71.96,126.24,246.76,119.96,190.76,287.87,2084.24,1106.1,316.08,43.3,212.35,595.81,335.67,193.06,219.71,464.44,179.42,104.65,2429.64,228.85,78.11,107.64,35.12,61.26,101.83,266.98
20260325,09:01:20,33488.49,29955.56,19680.6,13697.3,119.79,1912.05,180.37,477.42,457.36,96.72,133.3,171.46,71.98,126.03,246.88,119.94,190.74,287.87,2084.74,1106.22,316.02,43.31,212.38,596.65,335.91,193.06,219.68,464.36,179.36,104.65,2431.07,228.85,77.87,107.63,35.12,61.25,101.83,266.97
20260325,09:01:25,33487.13,29954.68,19677.38,13695.08,119.8,1911.68,180.46,477.42,457.27,96.64,133.25,171.35,71.96,126.04,246.76,119.92,190.7,287.83,2084.72,1106.36,315.95,43.31,212.37,596.53,336.14,193.06,219.43,464.58,179.4,104.65,2430.67,228.87,77.62,107.63,35.12,61.25,101.83,266.88
20260325,09:01:30,33499.18,29965.62,19678.06,13693.17,119.8,1912.05,180.39,477.35,457.09,96.79,133.2,171.34,71.93,125.62,247.11,119.92,190.67,288.04,2085.65,1106.43,316.24,43.36,212.68,597.3,336.27,193.13,219.83,464.44,179.33,104.65,2431.4,228.87,77.61,107.61,35.15,61.27,101.83,266.9
20260325,09:01:35,33533.27,29999.93,19676.4,13694.87,119.8,1912.05,180.41,477.68,457.19,96.69,133.25,171.31,71.97,125.61,246.99,119.9,190.68,288.03,2088.37,1108.76,316.28,43.34,212.7,597.13,336.02,193.09,219.41,464.35,179.54,104.7,2430.43,228.79,77.49,107.63,35.15,61.27,101.83,266.87
20260325,09:01:40,33489.82,29957.5,19674.55,13692.48,119.8,1911.83,180.44,477.68,457.07,96.75,133.23,171.35,71.95,125.61,246.64,119.97,190.52,287.68,2085.01,1106.29,316.34,43.33,212.53,596.9,336.13,193.16,219.4,464.3,179.33,104.6,2430.49,228.83,77.62,107.64,35.15,61.26,101.6,266.96
20260325,09:01:45,33492.8,29959.04,19679.22,13693.29,119.94,1912.12,180.38,477.43,456.91,96.69,133.23,171.4,71.94,125.6,246.52,119.97,190.66,287.62,2085.12,1106.06,316.57,43.31,212.49,597.61,336.0,193.2,219.47,464.3,179.51,104.56,2431.72,228.79,77.62,107.65,35.15,61.26,101.69,266.95
20260325,09:01:50,33488.5,29954.92,19677.8,13691.89,120.01,1912.05,180.33,477.9,456.86,96.69,133.19,171.24,71.94,126.42,246.52,119.98,190.37,287.59,2084.82,1105.85,316.54,43.35,212.71,597.44,336.03,192.95,219.37,464.15,179.35,104.56,2431.66,228.74,77.62,107.66,35.15,61.25,101.69,266.95
20260325,09:01:55,33494.33,29961.57,19677.78,13695.08,119.94,1912.05,180.54,477.7,456.86,96.69,133.18,171.2,71.94,126.21,246.22,120.09,190.38,287.47,2085.28,1105.88,316.78,43.33,212.51,598.27,336.15,192.92,219.43,464.13,179.56,104.56,2430.8,228.42,77.74,107.63,35.17,61.25,101.69,266.87
