日期,時間,發行量加權股價指數,未含金融保險股指數,未含電子股指數,未含金融電子股指數,水泥類指數,食品類指數,塑膠類指數,紡織纖維類指數,電機機械類指數,電器電纜類指數,化學生技醫療類指數,化學類指數,生技醫療類指數,玻璃陶瓷類指數,造紙類指數,鋼鐵類指數,橡膠類指數,汽車類指數,電子類指數,半導體類指數,電腦及週邊設備類指數,光電類指數,通信網路類指數,電子零組件類指數,電子通路類指數,資訊服務類指數,其他電子類指數,建材營造類指數,航運類指數,觀光餐旅類指數,金融保險類指數,貿易百貨類指數,油電燃氣類指數,綠能環保類指數,數位雲端類指數,運動休閒類指數,居家生活類指數,其他類指數
20260922,09:00:00,47718.84,42485.1,26122.28,16630.47,121.57,1895.72,393.68,461.46,544.34,107.24,162.8,192.45,91.48,141.98,275.16,119.16,190.09,293.54,3023.56,1620.4,467.17,75.41,233.47,916.75,366.17,241.48,281.4,460.93,213.52,101.66,3646.54,237.46,117.83,132.8,40.17,55.8,99.44,276.12
20260922,09:00:05,47981.04,42739.07,26220.89,16738.94,121.57,1896.44,406.21,461.69,544.57,107.28,163.56,192.65,92.06,141.98,275.28,119.17,190.48,295.25,3041.42,1631.84,467.46,75.99,233.69,922.02,366.42,241.24,281.58,461.74,213.58,101.77,3647.9,237.12,117.83,132.98,40.2,55.79,99.46,276.19
20260922,09:00:10,48455.33,43198.8,26239.99,16752.89,121.53,1894.93,406.21,461.64,547.02,107.45,163.48,193.22,91.88,144.1,275.6,119.17,190.48,295.5,3078.13,1649.45,469.15,76.48,233.71,949.74,368.39,241.51,283.07,463.05,213.47,101.84,3650.08,237.21,117.71,133.28,40.3,55.93,99.52,276.3
20260922,09:00:15,48547.91,43291.58,26253.26,16776.79,121.47,1894.79,406.21,461.98,548.46,108.39,163.68,193.71,91.94,144.18,275.48,119.31,190.39,295.62,3085.03,1652.28,471.48,76.47,233.76,953.86,368.59,241.51,283.86,463.68,213.8,101.84,3647.74,236.89,118.33,134.37,40.26,55.93,99.53,276.66
20260922,09:00:20,48561.07,43293.45,26320.51,16817.51,121.47,1896.31,408.22,462.45,552.48,108.39,163.93,194.38,91.99,143.97,276.02,119.56,190.46,295.76,3084.2,1650.85,472.39,76.63,235.84,952.07,369.41,241.27,284.66,463.64,214.08,101.98,3657.7,236.8,118.68,134.37,40.43,56.01,99.79,276.71
20260922,09:00:25,48579.5,43313.4,26310.2,16812.3,121.4,1896.02,407.68,462.68,553.25,108.46,163.55,194.47,91.67,143.96,275.84,119.68,190.46,295.29,3085.93,1651.28,473.24,76.61,235.68,953.85,369.43,241.58,284.86,463.6,214.23,101.98,3655.89,236.8,118.68,134.4,40.39,55.97,99.51,276.72
20260922,09:00:30,48588.93,43318.1,26316.35,16804.34,121.4,1896.02,406.89,462.58,553.05,108.37,163.58,194.47,91.69,143.55,275.84,119.72,190.46,295.3,3086.5,1651.84,473.16,76.47,235.87,953.97,369.39,241.54,284.6,463.38,214.21,101.98,3659.97,237.13,118.57,134.4,40.39,55.96,99.51,276.71
20260922,09:00:35,48585.45,43314.55,26316.34,16803.82,121.4,1894.49,406.91,462.32,553.33,108.37,163.66,194.54,91.75,143.97,275.84,119.63,190.46,295.34,3086.23,1652.05,473.51,76.4,235.77,953.08,369.42,241.43,284.19,463.33,214.2,101.98,3660.11,237.09,118.45,134.3,40.39,55.97,99.51,276.63
20260922,09:00:40,48584.8,43313.0,26311.52,16795.15,121.28,1895.91,405.88,462.49,553.17,108.45,163.63,194.44,91.74,143.97,275.84,119.61,190.44,295.39,3086.31,1651.93,473.52,76.41,235.94,952.93,369.35,241.34,284.62,463.13,214.3,101.98,3660.95,237.09,118.34,134.3,40.39,55.97,99.14,276.65
20260922,09:00:45,48586.36,43316.22,26306.61,16795.21,121.34,1895.91,405.96,462.24,552.74,108.45,163.67,194.39,91.78,144.18,275.84,119.6,190.44,295.38,3086.57,1652.53,473.3,76.3,235.93,952.18,369.42,241.35,284.56,463.13,214.34,101.97,3659.4,237.09,118.34,134.29,40.39,55.97,99.14,276.6
