日期,時間,發行量加權股價指數,未含金融保險股指數,未含電子股指數,未含金融電子股指數,水泥類指數,食品類指數,塑膠類指數,紡織纖維類指數,電機機械類指數,電器電纜類指數,化學生技醫療類指數,化學類指數,生技醫療類指數,玻璃陶瓷類指數,造紙類指數,鋼鐵類指數,橡膠類指數,汽車類指數,電子類指數,半導體類指數,電腦及週邊設備類指數,光電類指數,通信網路類指數,電子零組件類指數,電子通路類指數,資訊服務類指數,其他電子類指數,建材營造類指數,航運類指數,觀光餐旅類指數,金融保險類指數,貿易百貨類指數,油電燃氣類指數,綠能環保類指數,數位雲端類指數,運動休閒類指數,居家生活類指數,其他類指數
20260713,09:00:00,45354.61,40733.51,23756.95,15756.67,119.1,1972.79,315.41,490.48,532.83,104.11,174.31,203.26,98.53,153.55,277.56,115.6,196.83,295.56,2903.44,1554.72,401.35,69.06,243.39,929.81,365.88,212.18,262.66,458.39,187.06,101.79,3144.8,247.25,84.43,145.99,43.11,57.94,98.46,277.98
20260713,09:00:05,45500.32,40886.35,23855.95,15906.9,119.76,1973.26,332.19,491.82,533.66,104.22,174.39,203.4,98.57,156.85,271.52,115.82,197.03,295.36,2912.14,1557.29,403.53,69.5,243.97,939.4,361.93,212.35,262.7,458.92,186.23,101.79,3134.97,247.25,86.92,146.6,43.26,57.72,98.46,279.19
20260713,09:00:10,45902.76,41275.67,23894.33,15941.55,120.12,1971.57,334.24,491.75,534.7,104.28,174.44,203.52,98.59,157.06,272.0,115.82,197.07,295.28,2942.69,1577.75,406.11,69.55,246.47,939.93,362.78,212.54,265.61,459.03,186.79,101.68,3137.55,246.47,86.8,150.05,43.24,57.81,98.62,279.37
20260713,09:00:15,45996.31,41342.21,23984.48,15962.94,120.25,1973.63,334.89,491.41,539.31,104.31,174.41,204.18,98.43,157.06,274.51,115.76,197.64,294.56,2947.53,1575.57,406.92,69.7,246.48,956.55,363.97,212.87,265.72,459.61,186.56,101.75,3159.9,246.61,86.92,150.18,43.24,57.85,98.67,279.49
20260713,09:00:20,46056.95,41388.02,24047.44,15990.98,120.25,1973.84,334.27,492.08,541.61,105.35,175.08,205.01,98.8,156.61,274.42,115.96,197.75,295.35,2950.55,1575.88,409.03,71.19,246.79,956.29,371.12,213.82,265.84,459.75,187.32,101.71,3171.96,246.54,86.91,150.6,43.26,57.93,99.18,279.94
20260713,09:00:25,46080.03,41406.16,24075.27,16008.44,120.25,1973.83,335.81,492.12,541.22,105.27,175.14,205.22,98.79,156.68,274.42,115.87,197.79,295.26,2951.59,1575.95,409.21,71.21,247.31,957.83,371.54,213.54,265.81,459.74,187.54,101.71,3175.91,246.53,87.53,150.58,43.27,57.93,99.19,280.23
20260713,09:00:30,46087.29,41412.4,24099.93,16034.03,120.38,1977.9,336.73,492.26,541.8,105.39,175.55,205.46,99.08,157.11,275.18,116.1,197.97,295.44,2951.48,1575.67,409.91,71.37,247.56,957.03,371.45,214.24,265.93,460.01,187.79,101.84,3176.67,247.01,87.76,150.64,43.28,57.97,99.19,280.48
20260713,09:00:35,46069.06,41400.78,24088.18,16041.07,120.12,1977.31,336.7,492.37,542.66,105.37,176.17,205.63,99.54,157.09,275.0,116.1,198.19,295.35,2950.37,1575.2,410.05,71.35,246.7,956.71,371.98,214.23,265.71,460.01,187.77,101.87,3171.1,246.97,87.76,150.14,43.32,57.97,99.19,280.58
20260713,09:00:40,46069.51,41409.38,24063.62,16040.13,120.25,1975.69,336.85,492.37,542.46,105.4,176.02,205.71,99.41,157.31,275.15,115.98,198.19,295.42,2951.09,1575.3,410.36,71.36,246.59,957.4,372.44,214.23,266.02,460.01,187.7,101.87,3163.68,246.94,87.89,150.19,43.35,57.97,99.19,280.61
20260713,09:00:45,46023.22,41366.61,24053.65,16036.44,119.87,1976.45,336.96,493.03,542.04,105.5,176.11,205.76,99.47,157.36,275.29,115.96,198.27,295.38,2947.73,1572.91,410.18,71.39,246.43,957.28,372.67,213.79,265.84,459.99,187.5,101.87,3161.56,246.94,87.67,150.19,43.23,57.96,99.19,280.58
