日期,時間,發行量加權股價指數,未含金融保險股指數,未含電子股指數,未含金融電子股指數,水泥類指數,食品類指數,塑膠類指數,紡織纖維類指數,電機機械類指數,電器電纜類指數,化學生技醫療類指數,化學類指數,生技醫療類指數,玻璃陶瓷類指數,造紙類指數,鋼鐵類指數,橡膠類指數,汽車類指數,電子類指數,半導體類指數,電腦及週邊設備類指數,光電類指數,通信網路類指數,電子零組件類指數,電子通路類指數,資訊服務類指數,其他電子類指數,建材營造類指數,航運類指數,觀光餐旅類指數,金融保險類指數,貿易百貨類指數,油電燃氣類指數,綠能環保類指數,數位雲端類指數,運動休閒類指數,居家生活類指數,其他類指數
20260414,09:00:00,35457.29,31852.83,19992.2,13984.35,126.31,1946.06,201.43,461.03,479.44,96.63,138.46,182.52,73.81,145.99,256.36,120.2,197.7,285.95,2230.67,1177.26,326.03,46.31,224.18,681.84,340.6,192.32,230.75,463.02,176.08,105.99,2450.7,232.29,76.87,113.3,34.87,58.14,102.31,265.63
20260414,09:00:05,35584.09,31973.88,20026.42,14015.32,126.33,1947.06,202.03,461.13,480.74,96.79,138.65,183.0,73.86,149.45,256.36,120.26,198.42,288.15,2239.68,1179.75,326.12,47.47,227.41,690.06,341.72,192.57,230.82,464.29,176.55,106.14,2453.0,232.26,76.84,113.37,34.91,58.2,102.34,265.68
20260414,09:00:10,35862.73,32244.84,20058.59,14050.39,126.36,1947.56,203.79,461.31,485.45,96.87,138.69,183.1,73.87,150.08,256.57,120.29,197.81,288.3,2260.67,1192.85,327.25,47.69,227.45,693.07,342.63,192.58,234.45,464.49,176.64,106.14,2453.56,232.47,76.86,113.82,34.91,58.36,102.34,265.86
20260414,09:00:15,35925.84,32304.01,20076.24,14062.87,126.4,1947.42,204.11,463.03,488.37,96.96,139.41,184.04,74.26,150.57,256.48,120.38,198.09,288.58,2265.13,1191.83,328.58,47.72,227.3,704.41,343.06,193.11,235.15,465.0,176.63,106.14,2455.69,232.46,75.07,113.93,34.9,58.5,102.51,265.98
20260414,09:00:20,35974.87,32346.62,20116.91,14092.41,126.77,1950.23,203.98,463.3,491.48,98.42,139.61,184.79,74.26,150.79,256.59,120.59,198.01,288.8,2267.86,1192.17,330.75,47.9,227.31,706.66,343.48,193.42,235.54,465.64,176.83,106.18,2460.38,232.51,75.07,115.17,34.94,58.51,102.51,266.92
20260414,09:00:25,36024.25,32394.0,20116.88,14089.88,126.51,1950.23,203.92,463.64,491.5,98.54,139.57,184.66,74.26,150.79,256.44,120.51,198.15,288.82,2271.73,1194.94,331.11,47.89,227.48,706.75,343.22,193.45,235.63,465.6,176.81,106.13,2461.05,232.51,74.96,115.17,34.94,58.52,102.7,266.82
20260414,09:00:30,36026.99,32397.09,20121.88,14097.07,126.52,1950.23,204.43,463.64,491.86,98.39,139.65,184.98,74.25,150.79,256.44,120.52,198.15,288.82,2271.81,1194.75,331.48,47.94,227.11,707.21,343.27,193.64,235.75,465.56,176.79,106.15,2460.67,232.55,75.19,115.14,34.94,58.52,102.7,266.82
20260414,09:00:35,36043.32,32409.76,20140.04,14107.09,126.52,1951.92,204.96,463.38,491.81,98.39,139.67,185.3,74.19,151.0,256.44,120.56,198.15,288.88,2272.59,1195.07,331.87,47.99,227.21,707.28,343.26,193.68,235.9,465.59,176.79,106.09,2463.62,232.55,75.66,115.15,34.94,58.53,102.7,267.22
20260414,09:00:40,36045.72,32411.05,20142.23,14106.08,126.52,1951.82,204.66,463.38,491.88,98.38,139.69,185.21,74.23,151.0,256.53,120.41,198.15,288.92,2272.72,1195.06,331.76,48.0,227.28,707.06,343.26,193.99,236.35,465.4,176.9,106.12,2464.57,232.55,75.78,115.13,34.94,58.53,102.7,267.22
20260414,09:00:45,35990.28,32357.77,20139.18,14105.15,126.52,1951.82,204.79,463.53,491.84,98.41,139.62,185.21,74.18,151.0,256.89,120.41,198.15,288.89,2268.45,1192.42,331.81,48.04,227.28,705.5,343.16,193.99,235.95,465.46,176.73,106.09,2463.87,232.55,75.78,115.18,34.94,58.54,102.7,267.2
