日期,時間,發行量加權股價指數,未含金融保險股指數,未含電子股指數,未含金融電子股指數,水泥類指數,食品類指數,塑膠類指數,紡織纖維類指數,電機機械類指數,電器電纜類指數,化學生技醫療類指數,化學類指數,生技醫療類指數,玻璃陶瓷類指數,造紙類指數,鋼鐵類指數,橡膠類指數,汽車類指數,電子類指數,半導體類指數,電腦及週邊設備類指數,光電類指數,通信網路類指數,電子零組件類指數,電子通路類指數,資訊服務類指數,其他電子類指數,建材營造類指數,航運類指數,觀光餐旅類指數,金融保險類指數,貿易百貨類指數,油電燃氣類指數,綠能環保類指數,數位雲端類指數,運動休閒類指數,居家生活類指數,其他類指數
20260909,09:00:00,47105.78,41986.81,25853.01,16652.23,122.29,1938.2,390.14,473.94,547.51,108.88,170.12,191.4,97.63,141.44,278.13,121.34,190.63,296.73,2982.88,1597.3,465.23,73.79,232.17,906.93,350.32,229.52,276.27,462.94,208.31,102.42,3556.51,237.0,107.09,136.55,39.11,58.09,100.53,277.08
20260909,09:00:05,47142.74,42024.02,25821.81,16620.34,122.03,1938.57,386.34,473.76,547.7,108.9,170.27,191.39,97.75,141.44,277.15,121.16,190.63,296.18,2986.65,1598.52,464.56,74.4,232.71,911.08,350.22,229.56,276.35,462.21,208.39,102.36,3555.42,237.01,107.09,136.5,39.11,57.96,100.09,277.04
20260909,09:00:10,47313.84,42191.31,25817.65,16617.48,122.01,1932.13,387.73,473.68,549.11,108.92,169.19,191.37,96.88,142.34,277.04,121.12,190.67,296.23,3000.2,1607.34,467.29,75.16,232.59,912.75,349.74,229.53,275.75,461.98,208.48,102.2,3554.9,237.0,107.09,135.94,39.1,57.91,100.09,276.2
20260909,09:00:15,47321.78,42204.74,25803.45,16620.17,122.01,1930.3,389.26,473.02,547.52,109.24,169.17,191.19,96.9,142.12,277.04,121.12,190.67,296.15,3001.22,1607.8,467.44,75.28,234.07,911.56,348.63,228.85,276.28,461.41,208.44,102.13,3549.73,236.99,107.12,135.92,39.1,57.88,100.09,276.07
20260909,09:00:20,47340.6,42232.13,25786.98,16631.54,121.87,1931.68,389.92,473.1,547.98,109.35,169.39,191.38,97.05,142.12,277.04,121.12,190.73,294.82,3003.15,1607.91,467.39,75.45,233.4,915.88,348.68,228.91,276.44,461.15,208.21,102.13,3541.5,236.2,108.42,135.93,39.05,57.82,100.09,275.83
20260909,09:00:25,47335.94,42227.31,25783.21,16626.27,122.0,1931.68,389.57,473.21,548.02,109.43,169.26,191.45,96.92,142.33,277.04,121.14,190.77,294.92,3002.89,1607.39,467.76,75.49,233.37,916.41,348.43,228.91,276.49,461.16,207.82,102.13,3541.75,236.2,108.46,135.93,39.05,57.88,100.09,275.87
20260909,09:00:30,47336.08,42227.79,25790.39,16635.68,121.87,1931.68,391.12,473.21,548.43,109.43,169.27,191.51,96.92,142.12,277.04,121.15,190.77,294.52,3002.7,1607.22,467.46,75.45,233.38,917.29,348.7,228.91,276.11,461.16,207.76,102.14,3541.44,236.2,108.34,135.95,39.05,57.86,100.09,275.8
20260909,09:00:35,47305.48,42197.33,25795.64,16639.59,121.87,1931.78,391.2,473.14,548.64,109.47,169.25,191.5,96.91,142.33,277.16,121.22,190.84,294.51,3000.15,1605.28,467.21,75.38,233.58,917.03,348.63,228.91,276.44,461.23,207.68,102.14,3542.02,236.2,108.7,135.75,39.05,57.89,100.09,275.8
20260909,09:00:40,47308.78,42199.25,25812.5,16654.61,122.0,1933.2,391.84,473.29,548.55,109.47,169.46,191.6,97.05,142.33,277.3,121.2,190.84,294.56,2999.95,1605.01,467.31,75.35,233.95,916.84,348.37,228.91,276.58,461.23,207.88,102.13,3543.21,236.52,109.29,135.75,39.05,57.88,100.09,275.85
20260909,09:00:45,47311.2,42203.61,25811.83,16660.56,122.0,1933.2,392.64,473.29,548.42,109.47,169.48,191.67,97.05,142.36,277.3,121.3,190.8,294.58,3000.15,1605.24,467.83,75.31,233.95,916.21,348.24,228.91,276.58,461.21,207.86,102.13,3541.39,236.52,109.17,135.75,39.05,57.88,100.09,276.15
