日期,時間,發行量加權股價指數,未含金融保險股指數,未含電子股指數,未含金融電子股指數,水泥類指數,食品類指數,塑膠類指數,紡織纖維類指數,電機機械類指數,電器電纜類指數,化學生技醫療類指數,化學類指數,生技醫療類指數,玻璃陶瓷類指數,造紙類指數,鋼鐵類指數,橡膠類指數,汽車類指數,電子類指數,半導體類指數,電腦及週邊設備類指數,光電類指數,通信網路類指數,電子零組件類指數,電子通路類指數,資訊服務類指數,其他電子類指數,建材營造類指數,航運類指數,觀光餐旅類指數,金融保險類指數,貿易百貨類指數,油電燃氣類指數,綠能環保類指數,數位雲端類指數,運動休閒類指數,居家生活類指數,其他類指數
20260407,09:00:00,32572.43,29050.71,19556.44,13513.64,121.74,1947.9,183.74,455.87,441.02,93.28,131.08,166.25,71.29,122.0,257.6,117.58,195.52,280.54,2016.26,1067.63,303.51,42.16,210.22,582.51,317.51,186.51,212.4,453.19,176.99,103.17,2441.93,234.63,76.43,104.72,34.69,59.18,95.66,264.52
20260407,09:00:05,32671.52,29144.69,19605.19,13561.2,122.26,1949.19,186.83,457.79,441.88,93.47,131.22,166.45,71.37,122.0,257.6,117.66,195.51,280.93,2022.69,1069.68,303.76,42.69,212.61,587.87,317.97,186.95,212.45,453.23,177.31,103.17,2444.28,234.71,77.61,105.01,34.69,59.23,95.66,264.66
20260407,09:00:10,33057.46,29518.99,19649.16,13605.7,122.29,1948.25,186.95,457.69,447.81,93.44,132.08,167.79,71.78,125.66,257.6,117.84,195.54,281.21,2051.77,1087.21,304.26,42.87,213.09,599.39,318.33,186.82,214.04,453.47,177.68,103.26,2445.98,235.11,77.73,105.65,34.82,59.25,95.66,264.84
20260407,09:00:15,33152.44,29611.67,19674.1,13634.88,122.16,1949.8,187.08,456.17,451.66,94.27,133.2,168.36,72.57,125.69,257.95,117.77,195.84,281.3,2058.54,1090.41,304.44,43.03,213.14,604.64,319.88,187.75,214.1,454.1,177.88,103.26,2445.88,235.11,77.61,105.73,34.82,59.2,95.88,264.82
20260407,09:00:20,33151.27,29609.98,19680.72,13640.65,122.03,1950.27,187.37,456.53,451.54,94.11,133.68,168.34,72.97,125.48,257.6,117.81,195.01,281.61,2058.26,1088.29,306.73,43.16,213.2,605.41,322.53,188.24,215.69,454.15,177.89,103.3,2446.38,235.15,77.5,105.77,34.86,59.2,95.88,264.8
20260407,09:00:25,33154.63,29613.68,19678.02,13638.95,122.16,1950.83,187.18,456.28,451.52,94.03,133.54,168.35,72.85,125.48,257.6,117.84,195.22,281.58,2058.6,1088.28,307.56,43.18,213.25,605.0,322.71,188.24,215.91,454.19,177.93,103.3,2446.0,235.15,77.5,105.71,34.94,59.23,95.88,264.8
20260407,09:00:30,33152.98,29611.9,19669.51,13628.56,122.03,1950.75,186.67,455.79,451.4,94.04,133.49,168.14,72.86,125.48,257.62,117.94,195.26,281.59,2058.7,1088.49,307.5,43.21,213.06,604.96,322.83,188.24,215.78,454.15,177.89,103.3,2446.15,235.15,76.91,105.71,34.95,59.21,95.88,264.75
20260407,09:00:35,33153.33,29612.79,19678.33,13640.59,121.77,1956.31,187.4,455.82,451.46,93.96,133.51,168.22,72.86,125.48,257.62,117.94,195.08,281.64,2058.49,1088.28,307.46,43.22,213.09,605.08,322.54,188.24,215.79,454.16,177.93,103.32,2445.65,235.15,77.38,105.72,34.95,59.18,95.88,265.08
20260407,09:00:40,33155.19,29613.54,19677.11,13635.61,121.77,1956.41,187.41,456.01,450.44,93.95,133.44,168.2,72.81,125.48,257.67,118.06,195.11,281.65,2058.67,1088.36,307.45,43.22,213.03,605.3,322.37,188.24,215.83,454.13,177.84,103.32,2446.62,235.15,77.26,105.69,34.95,59.17,95.88,265.08
20260407,09:00:45,33144.5,29602.82,19672.73,13629.54,121.9,1956.99,187.01,455.88,450.93,93.96,133.35,168.1,72.75,125.68,257.67,117.93,194.88,281.65,2057.95,1088.08,307.31,43.21,213.02,605.2,322.24,188.15,215.4,454.03,177.61,103.32,2446.89,235.15,77.14,105.67,34.95,59.18,95.88,265.04
20260407,09:00:50,33185.25,29642.14,19672.71,13628.18,121.9,1956.92,186.97,455.96,450.8,93.96,133.32,168.07,72.73,125.68,257.79,117.95,194.82,281.57,2061.15,1090.43,307.28,43.18,213.02,605.28,322.0,188.09,215.72,453.86,177.58,103.32,2447.25,235.15,77.26,105.63,34.82,59.15,95.88,265.05
20260407,09:00:55,33139.45,29598.34,19669.12,13626.86,121.77,1957.1,187.1,455.97,450.35,93.96,133.34,168.04,72.76,125.48,257.65,118.06,194.67,281.53,2057.65,1088.0,307.3,43.17,213.0,604.5,321.91,188.09,215.73,453.84,177.51,103.32,2446.49,235.15,77.26,105.63,34.82,59.15,95.89,265.05
20260407,09:01:00,33173.55,29631.76,19661.95,13619.19,121.77,1957.51,186.63,455.71,449.91,93.96,133.29,167.94,72.74,125.27,257.65,117.94,194.67,281.42,2060.53,1090.27,306.98,43.14,213.0,604.56,322.03,188.28,215.82,453.89,177.52,103.32,2446.32,235.15,77.14,105.56,34.9,59.15,95.89,265.01
