日期,時間,發行量加權股價指數,未含金融保險股指數,未含電子股指數,未含金融電子股指數,水泥類指數,食品類指數,塑膠類指數,紡織纖維類指數,電機機械類指數,電器電纜類指數,化學生技醫療類指數,化學類指數,生技醫療類指數,玻璃陶瓷類指數,造紙類指數,鋼鐵類指數,橡膠類指數,汽車類指數,電子類指數,半導體類指數,電腦及週邊設備類指數,光電類指數,通信網路類指數,電子零組件類指數,電子通路類指數,資訊服務類指數,其他電子類指數,建材營造類指數,航運類指數,觀光餐旅類指數,金融保險類指數,貿易百貨類指數,油電燃氣類指數,綠能環保類指數,數位雲端類指數,運動休閒類指數,居家生活類指數,其他類指數
20260319,09:00:00,34348.58,30770.98,20157.14,14170.62,123.33,1939.93,194.08,502.22,478.09,102.77,141.13,174.42,77.76,148.14,239.5,120.05,189.19,288.37,2139.08,1141.5,319.05,45.54,212.46,601.04,348.05,200.63,224.62,467.61,187.03,104.27,2451.8,232.11,79.32,110.9,35.65,62.21,108.12,268.77
20260319,09:00:05,34279.12,30705.73,20132.28,14150.15,123.3,1939.88,193.61,501.01,477.55,102.75,140.6,175.12,77.17,142.41,239.41,120.08,189.44,288.27,2134.32,1140.24,317.82,45.2,212.37,597.74,347.8,199.04,223.05,467.63,187.16,104.07,2449.59,231.97,79.32,110.75,35.65,62.09,108.04,268.85
20260319,09:00:10,34236.01,30665.54,20116.92,14138.54,123.3,1938.85,193.68,499.46,477.09,102.63,140.38,175.13,76.99,142.98,239.29,119.86,189.24,287.3,2131.36,1138.6,316.97,44.96,211.97,597.83,346.9,198.99,222.84,466.95,187.06,103.85,2447.94,231.84,79.42,110.73,35.6,62.07,108.04,268.73
20260319,09:00:15,33951.35,30393.34,20082.11,14116.04,123.3,1932.97,193.83,498.35,474.69,101.65,140.21,174.68,76.95,142.98,237.91,119.11,189.27,286.85,2109.97,1123.46,315.62,44.91,211.91,595.36,347.41,197.55,222.8,466.37,187.32,103.83,2443.17,231.84,79.57,110.38,35.58,61.93,107.86,268.38
20260319,09:00:20,33910.7,30361.67,20054.96,14111.45,123.12,1932.18,193.6,497.57,471.55,101.69,140.06,174.68,76.82,142.69,237.72,118.53,189.18,286.42,2107.53,1122.29,315.68,44.89,211.1,594.8,343.33,197.56,222.54,466.39,187.26,103.8,2435.97,230.07,82.69,110.28,35.56,61.65,107.86,267.29
20260319,09:00:25,33903.6,30355.3,20048.56,14105.9,123.12,1932.18,193.11,497.57,470.8,101.61,140.12,174.58,76.9,142.08,237.72,118.51,189.19,286.37,2107.15,1122.29,315.6,44.92,211.09,594.32,343.54,197.41,222.22,466.42,187.49,103.8,2435.47,230.39,82.57,110.29,35.47,61.63,107.86,267.23
20260319,09:00:30,33892.56,30348.63,20033.41,14102.16,122.99,1931.82,192.93,497.74,470.91,101.4,140.05,174.54,76.85,142.5,237.72,118.68,189.16,286.28,2106.7,1122.34,315.65,44.94,210.5,592.95,343.37,197.44,222.72,466.41,187.48,103.8,2431.77,230.39,82.33,110.19,35.42,61.65,107.86,267.17
20260319,09:00:35,33888.17,30345.43,20029.79,14101.62,122.85,1931.67,193.01,497.4,470.66,101.46,140.02,174.44,76.84,143.14,237.57,118.67,189.16,285.92,2106.46,1122.34,315.59,44.95,210.49,593.13,343.48,197.41,222.15,466.16,187.52,103.8,2430.79,230.39,82.45,110.14,35.42,61.65,107.86,267.15
20260319,09:00:40,33889.21,30346.7,20027.38,14099.67,122.85,1931.67,192.79,497.04,470.39,101.62,140.07,174.53,76.86,143.14,237.57,118.67,189.08,285.93,2106.61,1122.38,316.03,44.95,210.52,592.94,343.38,197.43,222.11,466.18,187.7,103.83,2430.57,230.39,82.21,110.2,35.43,61.66,107.86,267.14
20260319,09:00:45,33889.89,30347.63,20028.44,14101.81,122.72,1931.67,193.16,496.78,470.28,101.46,140.03,174.48,76.85,143.35,237.57,118.77,188.98,285.93,2106.63,1122.39,315.98,44.95,210.55,592.93,343.61,197.43,222.14,466.11,187.89,103.83,2430.32,230.34,82.11,110.17,35.42,61.63,107.86,267.14
20260319,09:00:50,33891.98,30349.76,20029.14,14102.93,122.72,1931.67,193.24,496.81,470.24,101.46,139.95,174.49,76.78,143.39,237.57,118.89,188.72,285.92,2106.78,1122.08,316.01,44.95,210.74,594.02,343.63,197.32,222.14,466.03,187.94,103.83,2430.24,230.02,82.22,110.24,35.42,61.64,107.86,267.14
