日期,時間,發行量加權股價指數,未含金融保險股指數,未含電子股指數,未含金融電子股指數,水泥類指數,食品類指數,塑膠類指數,紡織纖維類指數,電機機械類指數,電器電纜類指數,化學生技醫療類指數,化學類指數,生技醫療類指數,玻璃陶瓷類指數,造紙類指數,鋼鐵類指數,橡膠類指數,汽車類指數,電子類指數,半導體類指數,電腦及週邊設備類指數,光電類指數,通信網路類指數,電子零組件類指數,電子通路類指數,資訊服務類指數,其他電子類指數,建材營造類指數,航運類指數,觀光餐旅類指數,金融保險類指數,貿易百貨類指數,油電燃氣類指數,綠能環保類指數,數位雲端類指數,運動休閒類指數,居家生活類指數,其他類指數
20260602,09:00:00,45337.91,41203.71,21528.27,14819.18,121.55,1907.46,224.11,472.47,573.87,113.03,150.66,201.41,79.7,173.37,243.81,118.23,193.22,296.14,2963.89,1539.49,438.5,66.9,257.01,999.67,409.51,215.12,314.75,456.02,189.66,101.12,2703.64,231.71,76.99,131.25,41.4,57.77,92.03,264.92
20260602,09:00:05,45388.93,41253.76,21519.24,14809.82,121.6,1901.86,224.1,472.54,571.71,113.03,150.61,201.18,79.71,175.28,243.81,118.18,193.22,295.97,2968.15,1541.4,440.93,67.52,256.83,997.94,412.48,215.51,316.3,454.77,189.68,101.08,2703.35,231.73,76.99,131.61,41.39,57.78,91.84,264.91
20260602,09:00:10,45720.57,41575.11,21545.24,14833.59,121.61,1910.4,225.88,473.63,573.03,112.8,150.72,201.6,79.71,175.92,244.53,118.15,193.46,295.86,2993.47,1563.0,439.61,67.47,255.63,994.1,412.59,224.45,315.98,454.83,189.5,101.21,2705.03,231.73,77.08,131.62,41.39,57.92,91.88,264.87
20260602,09:00:15,45777.48,41634.34,21532.53,14831.53,121.59,1906.07,227.12,477.34,572.4,112.71,150.68,201.46,79.71,174.89,243.87,117.85,193.49,295.14,2998.29,1566.58,441.12,67.49,255.83,993.74,412.45,224.92,315.2,454.56,189.46,101.25,2701.63,231.68,76.61,131.67,41.39,57.77,91.88,265.05
20260602,09:00:20,45774.81,41633.23,21513.14,14814.2,121.53,1902.64,226.5,476.81,572.25,112.7,150.64,201.44,79.68,175.21,243.7,117.78,193.26,295.11,2998.62,1566.82,441.9,67.34,256.09,992.64,412.58,224.14,315.5,453.65,189.25,101.32,2700.27,229.62,76.59,131.65,40.93,57.75,91.87,264.92
20260602,09:00:25,45801.58,41659.8,21517.69,14821.03,121.78,1901.01,227.88,477.11,571.26,113.04,150.81,201.6,79.78,174.81,243.7,117.8,193.37,294.98,3000.59,1567.19,442.82,67.38,256.08,994.22,412.59,224.42,316.24,453.52,189.14,101.31,2699.84,229.62,76.59,131.6,40.74,57.74,91.86,264.81
20260602,09:00:30,45769.83,41628.95,21519.17,14823.05,121.78,1901.12,228.71,477.35,571.33,112.9,150.61,201.57,79.63,174.84,243.7,117.71,193.2,294.67,2998.06,1564.91,442.89,67.39,256.32,996.02,412.86,224.64,315.35,453.59,189.06,101.31,2699.75,229.62,76.59,131.59,40.72,57.8,91.86,264.68
20260602,09:00:35,45798.11,41657.38,21525.69,14833.49,122.03,1901.22,229.31,477.34,571.83,112.7,150.73,201.87,79.66,175.87,243.7,117.64,193.2,294.64,3000.1,1565.48,442.78,67.46,256.35,997.96,412.65,224.33,316.21,453.61,189.02,101.35,2698.97,230.27,76.72,131.59,40.8,57.8,91.86,264.65
20260602,09:00:40,45798.5,41659.85,21535.26,14851.56,122.05,1899.81,230.96,477.3,571.79,112.8,150.74,201.92,79.66,175.68,243.73,117.87,193.2,294.69,2999.86,1565.42,442.77,67.49,256.45,997.88,412.68,224.14,315.9,453.63,189.17,101.35,2697.07,230.27,77.08,131.6,40.8,57.85,91.86,264.73
20260602,09:00:45,45794.46,41656.29,21536.16,14853.85,122.05,1899.81,231.21,477.01,571.93,112.8,150.71,201.95,79.63,175.95,243.85,117.83,193.28,294.82,2999.52,1565.51,442.95,67.43,256.48,996.72,412.75,223.97,315.88,453.85,189.14,101.35,2696.73,230.59,76.96,131.61,40.88,57.85,91.86,264.77
20260602,09:00:50,45805.29,41666.57,21536.15,14852.95,122.18,1899.81,231.29,477.31,571.91,112.8,150.63,201.99,79.55,176.37,243.91,117.91,193.57,294.79,3000.37,1565.69,442.43,67.46,256.81,998.22,412.58,224.21,315.98,453.93,189.07,101.35,2696.97,230.27,76.72,131.58,40.94,57.85,91.86,264.82
20260602,09:00:55,45802.07,41663.77,21536.83,14854.82,122.18,1900.59,231.29,477.31,571.73,112.89,150.59,201.83,79.56,176.82,244.15,117.9,193.61,294.83,3000.1,1565.72,442.63,67.52,256.83,997.05,412.91,223.92,316.03,453.85,188.98,101.35,2696.67,230.27,76.96,131.61,41.08,57.87,91.86,264.81
20260602,09:01:00,45800.81,41662.11,21536.28,14852.76,122.18,1899.55,231.47,477.31,571.71,112.9,150.54,201.85,79.51,176.61,244.15,117.77,193.64,294.78,3000.02,1565.71,442.63,67.57,256.87,997.56,412.65,223.83,315.43,454.0,188.88,101.36,2697.06,230.27,76.96,131.61,41.02,57.85,91.86,264.77
20260602,09:01:05,45748.14,41609.27,21538.98,14850.8,122.24,1899.77,231.46,477.15,571.32,112.86,150.45,201.79,79.45,176.37,244.27,117.78,193.61,294.73,2995.81,1563.44,441.1,67.53,256.36,996.48,412.55,223.86,315.61,453.81,188.92,101.36,2698.43,230.64,76.97,131.56,41.07,57.85,91.86,264.79
20260602,09:01:10,45791.36,41649.57,21544.08,14850.59,122.05,1898.36,231.7,478.01,571.46,113.09,150.44,201.8,79.44,175.73,244.27,117.79,193.51,294.66,2999.06,1565.97,441.21,67.59,256.35,996.06,413.02,223.82,315.65,453.74,188.79,101.36,2700.08,230.84,76.98,131.45,40.85,57.89,91.86,264.81
20260602,09:01:15,45792.37,41654.08,21534.69,14851.58,122.05,1896.81,231.52,478.08,571.54,112.94,150.51,201.81,79.5,176.16,244.21,117.83,193.65,294.62,2999.4,1565.8,442.54,67.72,256.51,995.41,413.38,223.68,315.79,453.88,188.81,101.36,2696.88,231.17,76.97,131.43,40.86,57.94,91.86,264.81
20260602,09:01:20,45780.27,41641.79,21535.96,14851.36,122.1,1900.0,231.61,478.18,571.39,113.18,150.51,201.78,79.5,175.94,244.21,117.97,193.59,294.59,2998.41,1565.71,442.52,67.76,256.36,993.59,413.28,223.59,315.68,453.78,188.66,101.36,2697.34,231.17,76.85,131.47,40.92,57.96,91.39,264.79
20260602,09:01:25,45776.21,41638.21,21529.07,14844.69,122.04,1899.7,231.6,477.91,570.67,112.92,150.46,201.7,79.48,175.94,243.85,117.84,193.66,294.56,2998.28,1565.9,442.39,67.78,256.55,993.23,413.47,223.67,315.19,453.82,188.73,101.36,2696.99,230.52,76.73,131.43,40.91,57.94,91.39,264.8
