日期,時間,發行量加權股價指數,未含金融保險股指數,未含電子股指數,未含金融電子股指數,水泥類指數,食品類指數,塑膠類指數,紡織纖維類指數,電機機械類指數,電器電纜類指數,化學生技醫療類指數,化學類指數,生技醫療類指數,玻璃陶瓷類指數,造紙類指數,鋼鐵類指數,橡膠類指數,汽車類指數,電子類指數,半導體類指數,電腦及週邊設備類指數,光電類指數,通信網路類指數,電子零組件類指數,電子通路類指數,資訊服務類指數,其他電子類指數,建材營造類指數,航運類指數,觀光餐旅類指數,金融保險類指數,貿易百貨類指數,油電燃氣類指數,綠能環保類指數,數位雲端類指數,運動休閒類指數,居家生活類指數,其他類指數
20260615,09:00:00,44169.04,39748.92,22458.47,14833.11,123.81,1959.43,215.66,484.07,540.28,108.67,148.16,194.73,79.1,150.8,260.36,118.43,201.91,290.84,2846.33,1489.55,406.58,63.72,252.69,955.15,375.25,212.54,289.69,478.74,190.01,103.37,2989.81,240.34,77.13,132.71,51.34,64.5,96.99,282.97
20260615,09:00:05,44447.87,40007.86,22542.26,14886.81,125.07,1957.32,216.23,485.61,548.97,108.87,149.4,196.1,79.82,150.84,260.36,118.49,201.54,292.3,2865.91,1494.43,408.72,64.93,256.09,967.3,375.92,213.48,298.67,480.25,190.12,103.53,3001.41,240.76,77.45,133.09,49.11,63.9,96.97,283.7
20260615,09:00:10,44746.28,40255.7,22701.5,14926.26,125.15,1958.32,216.64,487.09,550.76,108.99,149.95,196.91,80.09,156.57,260.53,118.82,201.97,292.96,2884.93,1503.41,415.19,65.06,256.86,974.08,377.24,213.48,300.86,481.15,190.34,103.7,3040.39,240.87,77.33,133.95,48.91,63.95,98.0,284.68
20260615,09:00:15,45379.79,40833.52,22858.87,14974.95,125.18,1966.4,217.21,487.01,551.95,112.36,150.05,197.3,80.08,156.76,260.79,119.07,201.97,293.33,2930.32,1529.68,417.85,65.26,256.33,996.45,378.75,213.61,301.85,481.59,192.2,103.84,3076.29,241.03,77.36,135.89,48.93,64.05,98.01,284.06
20260615,09:00:20,45436.5,40900.5,22861.56,15017.29,125.07,1971.81,217.25,487.53,555.78,112.67,150.39,198.62,80.08,156.63,263.28,119.76,203.08,295.13,2934.7,1532.21,418.47,65.72,257.13,996.53,382.62,214.54,301.62,481.83,193.52,104.02,3065.67,241.03,77.13,136.47,49.01,64.1,97.32,283.57
20260615,09:00:25,45409.88,40882.7,22839.82,15019.52,124.94,1966.96,217.62,488.84,556.06,112.56,150.44,198.68,80.11,157.06,263.25,119.64,203.21,295.14,2933.21,1530.09,418.88,65.8,257.54,997.91,382.2,214.68,302.19,481.57,193.33,104.03,3058.29,240.38,77.23,136.49,49.02,64.19,97.32,283.91
20260615,09:00:30,45421.28,40888.93,22861.66,15028.31,124.8,1968.37,218.17,488.52,556.28,112.33,150.46,198.8,80.1,157.25,262.71,119.61,203.29,295.13,2933.5,1530.01,418.86,65.87,257.88,998.43,382.42,214.47,302.17,481.58,193.48,104.03,3062.72,241.0,77.48,136.58,49.03,64.16,97.31,284.02
20260615,09:00:35,45438.71,40904.99,22868.64,15033.28,125.24,1968.14,218.8,489.2,555.56,112.64,150.46,198.78,80.1,157.23,262.71,119.61,203.19,295.39,2934.68,1530.79,419.0,65.89,258.05,999.08,382.07,214.71,301.75,481.56,193.44,104.03,3063.55,241.0,77.47,136.49,49.04,64.16,97.31,284.09
20260615,09:00:40,45421.34,40885.42,22871.37,15027.59,125.11,1963.91,218.92,489.09,555.45,112.54,150.31,198.6,80.02,156.84,262.74,119.59,203.24,295.29,2933.24,1530.4,418.39,65.9,257.57,998.11,380.8,214.7,301.73,481.44,193.53,104.01,3065.94,240.72,77.46,136.3,49.04,64.18,97.31,283.76
20260615,09:00:45,45410.68,40877.79,22862.44,15026.51,125.11,1963.94,218.8,488.86,555.72,112.46,150.34,198.6,80.04,157.05,262.82,119.54,203.26,295.27,2932.65,1530.2,418.31,65.9,257.42,997.91,381.21,214.68,301.4,481.42,193.35,104.01,3063.45,241.04,77.46,136.43,49.04,64.18,97.31,283.71
