日期,時間,發行量加權股價指數,未含金融保險股指數,未含電子股指數,未含金融電子股指數,水泥類指數,食品類指數,塑膠類指數,紡織纖維類指數,電機機械類指數,電器電纜類指數,化學生技醫療類指數,化學類指數,生技醫療類指數,玻璃陶瓷類指數,造紙類指數,鋼鐵類指數,橡膠類指數,汽車類指數,電子類指數,半導體類指數,電腦及週邊設備類指數,光電類指數,通信網路類指數,電子零組件類指數,電子通路類指數,資訊服務類指數,其他電子類指數,建材營造類指數,航運類指數,觀光餐旅類指數,金融保險類指數,貿易百貨類指數,油電燃氣類指數,綠能環保類指數,數位雲端類指數,運動休閒類指數,居家生活類指數,其他類指數
20260806,09:00:00,44611.6,39915.99,23871.01,15575.03,118.22,1881.57,308.41,480.25,535.59,101.77,167.95,184.13,97.4,128.95,269.98,117.68,190.06,288.55,2841.92,1524.6,430.33,62.05,242.96,839.72,387.84,214.72,276.7,459.5,191.86,98.94,3229.71,234.63,93.47,132.18,40.9,57.02,101.24,274.2
20260806,09:00:05,44487.94,39801.57,23811.85,15527.3,118.19,1881.42,303.47,479.62,535.33,101.75,168.02,183.8,97.53,128.95,269.67,117.13,189.83,288.7,2833.85,1517.74,430.83,62.01,249.58,835.47,387.52,214.64,276.69,458.26,191.83,98.96,3224.19,234.63,93.45,132.09,40.91,56.72,101.23,273.51
20260806,09:00:10,44493.54,39808.89,23796.34,15515.65,118.04,1875.45,303.64,479.4,534.58,101.84,168.85,184.31,98.09,127.0,269.29,117.2,189.79,288.54,2834.72,1518.9,431.97,62.01,248.28,834.06,387.59,211.46,276.68,457.68,191.47,98.82,3222.5,234.54,92.62,131.38,40.91,56.75,101.23,273.45
20260806,09:00:15,44352.1,39676.08,23769.4,15501.43,118.16,1878.23,302.76,479.38,534.76,102.01,169.0,184.08,98.26,126.97,269.29,117.43,189.97,288.14,2824.36,1512.84,430.91,61.84,247.92,830.07,384.68,212.39,276.88,456.89,191.37,98.72,3217.94,233.44,91.93,130.97,40.66,56.83,100.87,273.16
20260806,09:00:20,44381.77,39706.87,23767.27,15505.31,118.16,1878.73,303.1,480.05,535.58,102.26,168.72,183.95,98.05,126.53,269.47,117.51,189.97,286.81,2826.75,1514.9,431.57,61.78,247.66,829.0,383.69,212.58,277.05,456.7,191.54,98.77,3216.23,233.44,92.29,131.02,40.63,56.71,100.9,273.23
20260806,09:00:25,44335.16,39661.91,23766.5,15505.93,118.16,1882.47,302.94,480.05,535.62,102.25,168.5,184.15,97.84,126.5,269.47,117.51,189.94,286.88,2823.11,1511.98,431.6,61.76,248.18,828.87,383.62,212.16,277.12,456.77,191.65,98.77,3215.82,233.44,92.4,131.13,40.63,56.71,100.9,273.23
20260806,09:00:30,44328.73,39653.89,23769.61,15503.65,118.16,1882.48,302.94,480.02,535.16,102.17,168.49,184.06,97.85,126.47,269.7,117.55,189.94,286.92,2822.52,1511.44,431.9,61.78,247.97,828.78,384.19,211.79,277.19,457.05,191.52,98.77,3217.41,233.44,92.29,131.1,40.63,56.75,100.9,273.43
20260806,09:00:35,44350.94,39673.75,23773.23,15501.85,118.16,1882.84,302.49,480.52,535.08,102.17,168.48,183.99,97.86,126.47,269.7,117.59,189.94,286.9,2824.16,1512.09,431.8,61.88,248.34,830.36,383.63,211.51,277.16,457.18,191.52,98.77,3219.03,233.44,92.29,131.13,40.62,56.79,100.9,273.55
20260806,09:00:40,44381.62,39702.94,23782.04,15509.63,118.16,1884.7,302.49,480.69,535.18,102.16,168.48,183.99,97.85,126.7,269.7,117.68,189.94,287.76,2826.33,1513.97,431.42,61.93,248.07,829.64,384.55,211.06,277.55,457.21,191.85,98.77,3219.67,233.44,92.29,131.13,40.62,56.83,100.9,273.55
20260806,09:00:45,44354.77,39675.59,23787.88,15512.38,118.23,1884.7,302.97,480.44,535.06,102.32,168.47,183.98,97.85,126.49,269.7,117.81,189.94,287.71,2824.06,1511.98,431.43,61.95,248.16,830.27,384.28,211.04,277.59,457.32,191.73,98.77,3220.75,233.44,92.29,131.15,40.62,56.81,100.9,273.55
